SEASON_ID,SEASON_TYPE,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,PTS,REB,AST,STL,BLK,TOV,FGA,FTA,MIN,FG3M
2025-26,Regular,1642877,Micah Peavy,NOP,2025-10-27,NOP vs. BOS,L,2,2,0,0,0,0,2,0,3,0
2025-26,Regular,1628989,Kevin Huerter,CHI,2025-10-27,CHI vs. ATL,W,15,0,2,0,1,2,8,2,21,1
2025-26,Regular,1630245,Ayo Dosunmu,CHI,2025-10-27,CHI vs. ATL,W,21,3,2,0,0,0,10,4,27,4
2025-26,Regular,1631108,Max Christie,DAL,2025-10-27,DAL vs. OKC,L,14,2,0,0,0,0,10,0,31,4
2025-26,Regular,203999,Nikola Jokić,DEN,2025-10-27,DEN @ MIN,W,25,19,10,2,1,3,10,7,36,0
2025-26,Regular,1631212,Peyton Watson,DEN,2025-10-27,DEN @ MIN,W,12,2,1,1,2,1,6,2,25,2
2025-26,Regular,1627741,Buddy Hield,GSW,2025-10-27,GSW vs. MEM,W,5,2,2,1,0,0,7,1,18,0
2025-26,Regular,1642366,Quinten Post,GSW,2025-10-27,GSW vs. MEM,W,2,4,2,0,2,0,4,0,13,0
2025-26,Regular,203991,Clint Capela,HOU,2025-10-27,HOU vs. BKN,W,8,1,0,0,2,0,4,0,14,0
2025-26,Regular,1630578,Alperen Sengun,HOU,2025-10-27,HOU vs. BKN,W,21,6,6,1,0,3,11,5,30,2
2025-26,Regular,1631120,JD Davison,HOU,2025-10-27,HOU vs. BKN,W,3,0,1,1,0,0,3,0,7,1
2025-26,Regular,1641708,Amen Thompson,HOU,2025-10-27,HOU vs. BKN,W,12,4,8,1,0,0,10,3,25,0
2025-26,Regular,1629028,Deandre Ayton,LAL,2025-10-27,LAL vs. POR,L,16,8,2,2,1,3,15,0,36,0
2025-26,Regular,1642355,Bronny James,LAL,2025-10-27,LAL vs. POR,L,0,3,3,1,1,3,2,0,20,0
2025-26,Regular,203944,Julius Randle,MIN,2025-10-27,MIN vs. DEN,L,24,7,3,2,1,2,15,8,35,1
2025-26,Regular,1629675,Naz Reid,MIN,2025-10-27,MIN vs. DEN,L,18,7,2,1,1,2,12,4,27,2
2025-26,Regular,1630183,Jaden McDaniels,MIN,2025-10-27,MIN vs. DEN,L,25,3,1,0,4,2,16,4,35,1
2025-26,Regular,1630538,Bones Hyland,MIN,2025-10-27,MIN vs. DEN,L,4,2,1,0,0,2,6,2,16,1
2025-26,Regular,1630548,Johnny Juzang,MIN,2025-10-27,MIN vs. DEN,L,0,0,0,0,0,0,1,0,3,0
2025-26,Regular,1642866,Joan Beringer,MIN,2025-10-27,MIN vs. DEN,L,0,0,0,0,0,0,0,0,2,0
2025-26,Regular,1641730,Noah Clowney,BKN,2025-10-27,BKN @ HOU,L,2,2,1,0,0,0,6,0,16,0
2025-26,Regular,1626145,Tyus Jones,ORL,2025-10-27,ORL @ PHI,L,2,3,2,1,0,0,1,0,10,0
2025-26,Regular,1628976,Wendell Carter Jr.,ORL,2025-10-27,ORL @ PHI,L,10,10,2,1,2,2,11,3,34,1
2025-26,Regular,1630532,Franz Wagner,ORL,2025-10-27,ORL @ PHI,L,22,4,4,0,1,0,12,7,36,1
2025-26,Regular,1630178,Tyrese Maxey,PHI,2025-10-27,PHI vs. ORL,W,43,4,8,1,0,1,32,10,42,4
2025-26,Regular,1641737,Adem Bona,PHI,2025-10-27,PHI vs. ORL,W,7,4,1,0,3,0,3,5,25,0
2025-26,Regular,1626164,Devin Booker,PHX,2025-10-27,PHX @ UTA,L,34,5,10,0,1,2,26,10,44,5
2025-26,Regular,1628960,Grayson Allen,PHX,2025-10-27,PHX @ UTA,L,23,2,5,1,0,3,19,7,42,4
2025-26,Regular,1642345,Oso Ighodaro,PHX,2025-10-27,PHX @ UTA,L,2,1,1,0,1,1,3,0,13,0
2025-26,Regular,1631200,Kris Murray,POR,2025-10-27,POR @ LAL,W,2,5,0,2,0,0,5,0,24,0
2025-26,Regular,1641712,Rayan Rupert,POR,2025-10-27,POR @ LAL,W,0,1,0,0,0,0,0,0,1,0
2025-26,Regular,1642905,Yang Hansen,POR,2025-10-27,POR @ LAL,W,1,1,0,0,0,1,3,2,9,0
2025-26,Regular,1630577,Julian Champagnie,SAS,2025-10-27,SAS vs. TOR,W,9,9,1,0,1,1,7,3,23,1
2025-26,Regular,1642434,Riley Minix,SAS,2025-10-27,SAS vs. TOR,W,0,0,1,0,0,0,0,0,2,0
2025-26,Regular,1630598,Aaron Wiggins,OKC,2025-10-27,OKC @ DAL,W,11,3,3,0,0,1,12,0,27,1
2025-26,Regular,1642349,Ajay Mitchell,OKC,2025-10-27,OKC @ DAL,W,17,7,1,1,0,2,14,3,27,0
2025-26,Regular,1629628,RJ Barrett,TOR,2025-10-27,TOR @ SAS,L,25,2,2,1,0,2,18,5,32,2
2025-26,Regular,1642867,Collin Murray-Boyles,TOR,2025-10-27,TOR @ SAS,L,19,3,1,3,1,2,13,4,24,3
2025-26,Regular,203994,Jusuf Nurkić,UTA,2025-10-27,UTA vs. PHX,W,7,13,2,2,0,4,6,2,18,0
2025-26,Regular,1628374,Lauri Markkanen,UTA,2025-10-27,UTA vs. PHX,W,51,14,3,0,0,1,32,17,45,6
2025-26,Regular,1629750,Javonte Green,DET,2025-10-27,DET vs. CLE,L,2,3,1,1,0,1,5,0,17,0
2025-26,Regular,1641842,Ronald Holland II,DET,2025-10-27,DET vs. CLE,L,11,4,1,1,0,2,9,2,26,2
2025-26,Regular,1642404,Chaz Lanier,DET,2025-10-27,DET vs. CLE,L,6,1,0,0,0,1,5,0,12,2
2025-26,Regular,1629638,Nickeil Alexander-Walker,ATL,2025-10-27,ATL @ CHI,L,17,3,3,1,0,0,11,2,30,4
2025-26,Regular,1630811,Keaton Wallace,ATL,2025-10-27,ATL @ CHI,L,0,2,1,0,0,0,1,0,5,0
2025-26,Regular,1631243,Mouhamed Gueye,ATL,2025-10-27,ATL @ CHI,L,4,0,0,0,0,0,3,0,10,0
2025-26,Regular,1642258,Zaccharie Risacher,ATL,2025-10-27,ATL @ CHI,L,2,0,0,0,0,1,5,0,20,0
2025-26,Regular,1630573,Sam Hauser,BOS,2025-10-27,BOS @ NOP,W,9,3,2,1,1,1,10,0,26,3
2025-26,Regular,1629631,De'Andre Hunter,CLE,2025-10-27,CLE @ DET,W,13,5,6,1,0,2,11,3,24,2
2025-26,Regular,1642281,Jaylon Tyson,CLE,2025-10-27,CLE @ DET,W,3,2,1,0,0,1,5,4,28,0
2025-26,Regular,1630180,Saddiq Bey,NOP,2025-10-27,NOP vs. BOS,L,11,2,0,2,0,3,9,0,24,3
2025-26,Regular,1631255,Karlo Matković,NOP,2025-10-27,NOP vs. BOS,L,0,0,0,0,0,0,1,0,3,0
2025-26,Regular,1630171,Isaac Okoro,CHI,2025-10-27,CHI vs. ATL,W,10,0,1,0,0,1,8,1,24,1
2025-26,Regular,1630188,Jalen Smith,CHI,2025-10-27,CHI vs. ATL,W,0,3,0,0,0,2,4,0,7,0
2025-26,Regular,1641824,Matas Buzelis,CHI,2025-10-27,CHI vs. ATL,W,16,5,3,0,0,1,14,3,32,2
2025-26,Regular,1629618,Jalen Pickett,DEN,2025-10-27,DEN @ MIN,W,0,0,0,0,0,0,0,0,1,0
2025-26,Regular,1628988,Aaron Holiday,HOU,2025-10-27,HOU vs. BKN,W,5,0,0,0,0,0,3,0,7,1
2025-26,Regular,1631095,Jabari Smith Jr.,HOU,2025-10-27,HOU vs. BKN,W,11,4,0,2,0,0,7,2,24,1
2025-26,Regular,1631106,Tari Eason,HOU,2025-10-27,HOU vs. BKN,W,22,5,5,0,1,0,12,3,26,5
2025-26,Regular,1629020,Jarred Vanderbilt,LAL,2025-10-27,LAL vs. POR,L,14,8,3,3,0,1,11,2,28,0
2025-26,Regular,1643024,Chris Mañon,LAL,2025-10-27,LAL vs. POR,L,0,1,0,0,0,0,0,0,4,0
2025-26,Regular,1628978,Donte DiVincenzo,MIN,2025-10-27,MIN vs. DEN,L,12,3,4,1,0,1,10,3,30,3
2025-26,Regular,1642265,Rob Dillingham,MIN,2025-10-27,MIN vs. DEN,L,4,0,2,1,0,3,2,0,12,0
2025-26,Regular,1629651,Nic Claxton,BKN,2025-10-27,BKN @ HOU,L,6,3,3,0,0,1,5,0,23,0
2025-26,Regular,1630549,Day'Ron Sharpe,BKN,2025-10-27,BKN @ HOU,L,17,12,2,0,0,0,7,5,22,1
2025-26,Regular,1630560,Cam Thomas,BKN,2025-10-27,BKN @ HOU,L,9,1,2,1,0,2,9,5,25,1
2025-26,Regular,1630592,Jalen Wilson,BKN,2025-10-27,BKN @ HOU,L,9,1,2,1,0,2,8,2,23,1
2025-26,Regular,1630623,Tyson Etienne,BKN,2025-10-27,BKN @ HOU,L,0,0,0,0,0,0,1,0,5,0
2025-26,Regular,1642879,Ben Saraf,BKN,2025-10-27,BKN @ HOU,L,6,1,5,1,0,2,8,0,25,2
2025-26,Regular,1630217,Desmond Bane,ORL,2025-10-27,ORL @ PHI,L,24,3,1,0,0,0,17,2,34,2
2025-26,Regular,1642859,Jase Richardson,ORL,2025-10-27,ORL @ PHI,L,0,0,1,0,0,0,0,0,1,0
2025-26,Regular,1642869,Noah Penda,ORL,2025-10-27,ORL @ PHI,L,3,2,1,0,0,0,1,0,7,1
2025-26,Regular,1626162,Kelly Oubre Jr.,PHI,2025-10-27,PHI vs. ORL,W,25,10,4,1,2,0,16,5,40,2
2025-26,Regular,1629656,Quentin Grimes,PHI,2025-10-27,PHI vs. ORL,W,14,5,3,0,0,2,8,6,26,3
2025-26,Regular,1642282,Hunter Sallis,PHI,2025-10-27,PHI vs. ORL,W,0,0,0,0,0,0,0,0,1,0
2025-26,Regular,1631221,Collin Gillespie,PHX,2025-10-27,PHX @ UTA,L,15,3,13,3,1,3,13,1,32,4
2025-26,Regular,1642346,Ryan Dunn,PHX,2025-10-27,PHX @ UTA,L,7,2,1,0,0,0,4,0,17,1
2025-26,Regular,201950,Jrue Holiday,POR,2025-10-27,POR @ LAL,W,24,5,6,1,2,2,15,0,30,4
2025-26,Regular,1631321,Sidy Cissoko,POR,2025-10-27,POR @ LAL,W,0,0,0,0,0,0,0,0,1,0
2025-26,Regular,202687,Bismack Biyombo,SAS,2025-10-27,SAS vs. TOR,W,2,1,1,1,0,0,1,0,14,0
2025-26,Regular,1629640,Keldon Johnson,SAS,2025-10-27,SAS vs. TOR,W,10,5,0,1,0,1,6,0,24,2
2025-26,Regular,1630170,Devin Vassell,SAS,2025-10-27,SAS vs. TOR,W,15,3,5,2,0,3,10,3,30,2
2025-26,Regular,1629652,Luguentz Dort,OKC,2025-10-27,OKC @ DAL,W,6,5,1,0,0,0,9,0,32,2
2025-26,Regular,1631096,Chet Holmgren,OKC,2025-10-27,OKC @ DAL,W,18,11,2,0,4,3,10,6,32,2
2025-26,Regular,1641717,Cason Wallace,OKC,2025-10-27,OKC @ DAL,W,4,5,5,1,0,1,9,0,33,0
2025-26,Regular,1631117,Walker Kessler,UTA,2025-10-27,UTA vs. PHX,W,25,11,4,0,4,3,12,7,35,1
2025-26,Regular,1642846,Ace Bailey,UTA,2025-10-27,UTA vs. PHX,W,6,1,1,0,0,0,9,0,14,2
2025-26,Regular,1628991,Jaren Jackson Jr.,MEM,2025-10-27,MEM @ GSW,L,16,7,0,1,0,0,9,6,29,2
2025-26,Regular,1629111,Jock Landale,MEM,2025-10-27,MEM @ GSW,L,17,6,3,0,0,1,6,3,24,2
2025-26,Regular,1642285,Cam Spencer,MEM,2025-10-27,MEM @ GSW,L,11,2,3,1,0,2,3,2,14,3
2025-26,Regular,1642377,Jaylen Wells,MEM,2025-10-27,MEM @ GSW,L,10,1,2,1,0,1,8,4,28,0
2025-26,Regular,1642907,Cedric Coward,MEM,2025-10-27,MEM @ GSW,L,9,4,2,0,1,1,6,0,25,1
2025-26,Regular,1641752,Bobi Klintman,DET,2025-10-27,DET vs. CLE,L,2,3,0,2,0,0,2,1,7,0
2025-26,Regular,1642449,Tolu Smith,DET,2025-10-27,DET vs. CLE,L,11,4,0,1,0,1,4,7,6,0
2025-26,Regular,1630168,Onyeka Okongwu,ATL,2025-10-27,ATL @ CHI,L,18,10,2,1,1,0,11,4,29,2
2025-26,Regular,1628449,Chris Boucher,BOS,2025-10-27,BOS @ NOP,W,0,0,0,0,0,1,1,0,3,0
2025-26,Regular,1629014,Anfernee Simons,BOS,2025-10-27,BOS @ NOP,W,25,6,1,1,0,2,17,1,32,6
2025-26,Regular,1631199,Ron Harper Jr.,BOS,2025-10-27,BOS @ NOP,W,0,0,0,0,0,0,0,0,1,0
2025-26,Regular,1641775,Jordan Walsh,BOS,2025-10-27,BOS @ NOP,W,0,0,0,0,0,0,0,0,1,0
2025-26,Regular,1628386,Jarrett Allen,CLE,2025-10-27,CLE @ DET,W,20,7,2,1,0,3,12,7,25,0
2025-26,Regular,1629731,Dean Wade,CLE,2025-10-27,CLE @ DET,W,5,6,2,2,0,2,3,4,20,1
2025-26,Regular,202696,Nikola Vučević,CHI,2025-10-27,CHI vs. ATL,W,17,17,9,2,0,3,11,2,34,1
2025-26,Regular,1626156,D'Angelo Russell,DAL,2025-10-27,DAL vs. OKC,L,9,2,10,0,1,2,14,4,30,1
2025-26,Regular,1628997,Caleb Martin,DAL,2025-10-27,DAL vs. OKC,L,0,1,1,0,0,1,1,0,5,0
2025-26,Regular,1629661,Cameron Johnson,DEN,2025-10-27,DEN @ MIN,W,5,2,2,0,0,2,5,0,19,1
2025-26,Regular,1631124,Julian Strawther,DEN,2025-10-27,DEN @ MIN,W,0,0,0,0,0,0,0,0,1,0
2025-26,Regular,1631128,Christian Braun,DEN,2025-10-27,DEN @ MIN,W,7,3,2,2,0,0,9,0,27,1
2025-26,Regular,1641816,Hunter Tyson,DEN,2025-10-27,DEN @ MIN,W,0,1,0,0,0,0,0,0,1,0
2025-26,Regular,1642461,Spencer Jones,DEN,2025-10-27,DEN @ MIN,W,0,0,0,0,0,0,0,0,0,0
2025-26,Regular,1627780,Gary Payton II,GSW,2025-10-27,GSW vs. MEM,W,4,0,1,0,0,0,3,0,10,0
2025-26,Regular,1631218,Trayce Jackson-Davis,GSW,2025-10-27,GSW vs. MEM,W,2,1,1,1,0,0,1,2,7,0
2025-26,Regular,1641764,Brandin Podziemski,GSW,2025-10-27,GSW vs. MEM,W,23,4,6,1,0,0,14,4,32,5
2025-26,Regular,201142,Kevin Durant,HOU,2025-10-27,HOU vs. BKN,W,19,6,3,1,0,3,14,7,25,0
2025-26,Regular,1630256,Jae'Sean Tate,HOU,2025-10-27,HOU vs. BKN,W,4,1,0,1,0,0,3,0,7,0
2025-26,Regular,1629060,Rui Hachimura,LAL,2025-10-27,LAL vs. POR,L,16,6,1,0,1,3,12,4,36,2
2025-26,Regular,1630559,Austin Reaves,LAL,2025-10-27,LAL vs. POR,L,41,4,5,3,0,8,22,14,39,3
2025-26,Regular,1631159,Leonard Miller,MIN,2025-10-27,MIN vs. DEN,L,0,0,0,0,0,0,0,0,3,0
2025-26,Regular,1629008,Michael Porter Jr.,BKN,2025-10-27,BKN @ HOU,L,18,4,2,0,0,3,13,0,28,2
2025-26,Regular,1631213,Tyrese Martin,BKN,2025-10-27,BKN @ HOU,L,11,4,2,0,0,0,10,0,23,3
2025-26,Regular,1641710,Anthony Black,ORL,2025-10-27,ORL @ PHI,L,14,3,2,1,1,3,10,7,30,1
2025-26,Regular,1628502,Nigel Hayes-Davis,PHX,2025-10-27,PHX @ UTA,L,0,0,0,0,0,0,1,0,3,0
2025-26,Regular,1630587,Isaiah Livers,PHX,2025-10-27,PHX @ UTA,L,5,1,0,2,2,0,3,2,21,1
2025-26,Regular,1630166,Deni Avdija,POR,2025-10-27,POR @ LAL,W,25,4,4,1,3,3,17,4,32,5
2025-26,Regular,1631126,Caleb Love,POR,2025-10-27,POR @ LAL,W,5,4,1,0,0,0,10,0,11,1
2025-26,Regular,1631127,Harrison Ingram,SAS,2025-10-27,SAS vs. TOR,W,0,0,0,0,0,0,0,0,2,0
2025-26,Regular,1642844,Dylan Harper,SAS,2025-10-27,SAS vs. TOR,W,11,6,6,1,0,1,9,2,27,1
2025-26,Regular,1631119,Jaylin Williams,OKC,2025-10-27,OKC @ DAL,W,4,7,1,1,1,1,2,2,17,0
2025-26,Regular,1627742,Brandon Ingram,TOR,2025-10-27,TOR @ SAS,L,14,3,5,0,0,0,11,4,32,0
2025-26,Regular,1630567,Scottie Barnes,TOR,2025-10-27,TOR @ SAS,L,8,3,2,0,1,2,7,1,30,2
2025-26,Regular,1641711,Gradey Dick,TOR,2025-10-27,TOR @ SAS,L,0,0,0,0,0,0,2,0,8,0
2025-26,Regular,1629004,Svi Mykhailiuk,UTA,2025-10-27,UTA vs. PHX,W,11,3,3,4,0,1,8,1,37,2
2025-26,Regular,1629630,Ja Morant,MEM,2025-10-27,MEM @ GSW,L,23,3,9,1,0,3,23,7,31,0
2025-26,Regular,1629723,John Konchar,MEM,2025-10-27,MEM @ GSW,L,3,4,1,1,0,1,5,0,21,1
2025-26,Regular,1630583,Santi Aldama,MEM,2025-10-27,MEM @ GSW,L,14,6,4,3,0,2,13,2,22,2
2025-26,Regular,1630191,Isaiah Stewart,DET,2025-10-27,DET vs. CLE,L,4,9,3,1,1,3,9,2,26,1
2025-26,Regular,1631105,Jalen Duren,DET,2025-10-27,DET vs. CLE,L,8,7,2,1,2,4,5,4,21,0
2025-26,Regular,1641709,Ausar Thompson,DET,2025-10-27,DET vs. CLE,L,6,3,0,0,0,1,6,1,15,0
2025-26,Regular,1629674,Neemias Queta,BOS,2025-10-27,BOS @ NOP,W,6,11,0,0,4,1,8,0,22,0
2025-26,Regular,1630214,Xavier Tillman,BOS,2025-10-27,BOS @ NOP,W,4,0,1,0,0,0,2,0,7,0
2025-26,Regular,1630530,Trey Murphy III,NOP,2025-10-27,NOP vs. BOS,L,7,5,5,0,0,0,11,2,34,0
2025-26,Regular,1642852,Derik Queen,NOP,2025-10-27,NOP vs. BOS,L,12,3,0,1,0,1,7,6,22,0
2025-26,Regular,1630172,Patrick Williams,CHI,2025-10-27,CHI vs. ATL,W,12,3,2,0,0,0,9,3,22,2
2025-26,Regular,202691,Klay Thompson,DAL,2025-10-27,DAL vs. OKC,L,8,4,2,0,1,2,11,0,22,2
2025-26,Regular,1630702,Jaden Hardy,DAL,2025-10-27,DAL vs. OKC,L,11,1,1,2,0,1,9,1,21,2
2025-26,Regular,203932,Aaron Gordon,DEN,2025-10-27,DEN @ MIN,W,9,3,3,0,0,2,10,3,33,0
2025-26,Regular,1641747,DaRon Holmes II,DEN,2025-10-27,DEN @ MIN,W,0,0,0,0,0,0,0,0,1,0
2025-26,Regular,1630311,Pat Spencer,GSW,2025-10-27,GSW vs. MEM,W,0,0,0,0,0,0,1,0,1,0
2025-26,Regular,201145,Jeff Green,HOU,2025-10-27,HOU vs. BKN,W,3,0,0,0,0,0,1,0,4,1
2025-26,Regular,1631132,Christian Koloko,LAL,2025-10-27,LAL vs. POR,L,0,1,0,0,0,0,0,0,3,0
2025-26,Regular,1641783,Tristan da Silva,ORL,2025-10-27,ORL @ PHI,L,0,2,1,0,0,0,2,0,15,0
2025-26,Regular,201569,Eric Gordon,PHI,2025-10-27,PHI vs. ORL,W,8,0,0,1,0,1,4,0,11,2
2025-26,Regular,1642270,Donovan Clingan,POR,2025-10-27,POR @ LAL,W,16,14,2,1,2,2,12,0,26,0
2025-26,Regular,1642964,Brooks Barnhizer,OKC,2025-10-27,OKC @ DAL,W,2,1,0,0,0,0,1,0,6,0
2025-26,Regular,1630534,Ochai Agbaji,TOR,2025-10-27,TOR @ SAS,L,4,1,2,1,0,0,4,0,12,0
2025-26,Regular,1642367,Jonathan Mogbo,TOR,2025-10-27,TOR @ SAS,L,2,0,1,0,0,0,1,0,3,0
2025-26,Regular,1641790,PJ Hall,MEM,2025-10-27,MEM @ GSW,L,0,1,0,0,1,0,0,0,1,0
2025-26,Regular,201939,Stephen Curry,GSW,2025-10-28,GSW vs. LAC,W,19,2,8,2,0,2,15,3,26,2
2025-26,Regular,1630541,Moses Moody,GSW,2025-10-28,GSW vs. LAC,W,9,3,2,1,0,2,9,0,22,3
2025-26,Regular,1642954,Will Richard,GSW,2025-10-28,GSW vs. LAC,W,5,0,0,1,0,1,3,0,6,1
2025-26,Regular,101108,Chris Paul,LAC,2025-10-28,LAC @ GSW,L,0,1,2,3,0,1,2,0,14,0
2025-26,Regular,201572,Brook Lopez,LAC,2025-10-28,LAC @ GSW,L,3,2,1,0,0,0,6,2,19,0
2025-26,Regular,1643141,Jahmyl Telfort,LAC,2025-10-28,LAC @ GSW,L,0,0,0,0,0,0,0,0,3,0
2025-26,Regular,1631170,Jaime Jaquez Jr.,MIA,2025-10-28,MIA vs. CHA,W,28,4,5,1,0,3,14,8,28,2
2025-26,Regular,1642066,Myron Gardner,MIA,2025-10-28,MIA vs. CHA,W,3,1,1,0,0,0,1,0,3,1
2025-26,Regular,1627752,Taurean Prince,MIL,2025-10-28,MIL vs. NYK,W,8,0,0,0,1,2,4,0,21,2
2025-26,Regular,1629018,Gary Trent Jr.,MIL,2025-10-28,MIL vs. NYK,W,11,3,3,1,0,1,9,1,31,2
2025-26,Regular,1630175,Cole Anthony,MIL,2025-10-28,MIL vs. NYK,W,4,4,9,0,1,1,7,0,24,0
2025-26,Regular,1629656,Quentin Grimes,PHI,2025-10-28,PHI @ WAS,W,23,7,3,3,2,2,17,6,39,3
2025-26,Regular,203471,Dennis Schröder,SAC,2025-10-28,SAC @ OKC,L,8,5,3,1,0,2,9,0,32,0
2025-26,Regular,1628392,Isaiah Hartenstein,OKC,2025-10-28,OKC vs. SAC,W,4,14,3,1,2,2,3,1,31,0
2025-26,Regular,1629652,Luguentz Dort,OKC,2025-10-28,OKC vs. SAC,W,13,5,1,1,0,1,9,4,35,1
2025-26,Regular,1641717,Cason Wallace,OKC,2025-10-28,OKC vs. SAC,W,8,1,3,1,0,2,9,0,27,2
2025-26,Regular,1642349,Ajay Mitchell,OKC,2025-10-28,OKC vs. SAC,W,18,0,1,2,0,4,15,1,24,3
2025-26,Regular,203468,CJ McCollum,WAS,2025-10-28,WAS vs. PHI,L,14,1,7,1,0,1,14,4,40,2
2025-26,Regular,1628963,Marvin Bagley III,WAS,2025-10-28,WAS vs. PHI,L,14,7,3,2,1,1,7,4,19,0
2025-26,Regular,1641715,Cam Whitmore,WAS,2025-10-28,WAS vs. PHI,L,9,0,0,2,0,1,7,0,13,1
2025-26,Regular,1642259,Alex Sarr,WAS,2025-10-28,WAS vs. PHI,L,31,11,5,2,2,5,23,2,34,3
2025-26,Regular,1642267,Bub Carrington,WAS,2025-10-28,WAS vs. PHI,L,10,5,5,1,1,2,6,2,38,2
2025-26,Regular,201143,Al Horford,GSW,2025-10-28,GSW vs. LAC,W,2,4,0,1,0,1,5,0,20,0
2025-26,Regular,1627741,Buddy Hield,GSW,2025-10-28,GSW vs. LAC,W,2,3,0,0,0,0,2,0,10,0
2025-26,Regular,1630228,Jonathan Kuminga,GSW,2025-10-28,GSW vs. LAC,W,9,5,1,1,0,2,11,1,26,1
2025-26,Regular,1641764,Brandin Podziemski,GSW,2025-10-28,GSW vs. LAC,W,12,5,4,1,1,1,10,0,27,2
2025-26,Regular,201587,Nicolas Batum,LAC,2025-10-28,LAC @ GSW,L,3,6,1,0,0,0,4,0,20,1
2025-26,Regular,1628389,Bam Adebayo,MIA,2025-10-28,MIA vs. CHA,W,26,6,2,0,0,1,16,4,30,3
2025-26,Regular,1630558,Davion Mitchell,MIA,2025-10-28,MIA vs. CHA,W,8,4,9,0,0,1,10,0,30,0
2025-26,Regular,1641796,Pelle Larsson,MIA,2025-10-28,MIA vs. CHA,W,17,5,3,1,0,0,10,2,31,3
2025-26,Regular,1642352,Keshad Johnson,MIA,2025-10-28,MIA vs. CHA,W,2,0,0,0,0,0,2,0,3,0
2025-26,Regular,1631157,Ryan Rollins,MIL,2025-10-28,MIL vs. NYK,W,25,2,4,4,0,2,11,5,26,4
2025-26,Regular,1626157,Karl-Anthony Towns,NYK,2025-10-28,NYK @ MIL,L,8,12,1,1,1,3,12,4,35,0
2025-26,Regular,1642885,Mohamed Diawara,NYK,2025-10-28,NYK @ MIL,L,0,0,0,0,0,0,0,0,1,0
2025-26,Regular,1626162,Kelly Oubre Jr.,PHI,2025-10-28,PHI @ WAS,W,17,11,1,1,1,1,13,5,44,3
2025-26,Regular,1630570,Trendon Watford,PHI,2025-10-28,PHI @ WAS,W,2,4,3,0,0,1,3,0,18,0
2025-26,Regular,1631133,Jabari Walker,PHI,2025-10-28,PHI @ WAS,W,8,2,0,1,0,0,3,2,6,0
2025-26,Regular,201942,DeMar DeRozan,SAC,2025-10-28,SAC @ OKC,L,19,1,3,2,0,0,14,6,33,0
2025-26,Regular,1642269,Devin Carter,SAC,2025-10-28,SAC @ OKC,L,4,1,1,2,0,1,1,2,9,0
2025-26,Regular,203114,Khris Middleton,WAS,2025-10-28,WAS vs. PHI,L,13,10,3,0,0,2,11,4,31,1
2025-26,Regular,1631217,Moussa Diabaté,CHA,2025-10-28,CHA @ MIA,L,8,2,0,0,1,1,4,2,19,0
2025-26,Regular,1642883,Sion James,CHA,2025-10-28,CHA @ MIA,L,8,3,0,1,0,0,2,2,23,2
2025-26,Regular,203110,Draymond Green,GSW,2025-10-28,GSW vs. LAC,W,7,7,4,3,0,0,7,0,31,1
2025-26,Regular,1630611,Gui Santos,GSW,2025-10-28,GSW vs. LAC,W,0,0,0,0,0,1,2,0,5,0
2025-26,Regular,203992,Bogdan Bogdanović,LAC,2025-10-28,LAC @ GSW,L,2,1,0,0,0,0,5,0,9,0
2025-26,Regular,1627884,Derrick Jones Jr.,LAC,2025-10-28,LAC @ GSW,L,3,2,1,0,0,0,6,0,23,1
2025-26,Regular,1641738,Kobe Brown,LAC,2025-10-28,LAC @ GSW,L,2,1,0,0,0,1,1,0,6,0
2025-26,Regular,203952,Andrew Wiggins,MIA,2025-10-28,MIA vs. CHA,W,21,2,2,3,1,2,15,2,30,3
2025-26,Regular,203507,Giannis Antetokounmpo,MIL,2025-10-28,MIL vs. NYK,W,37,8,7,1,2,4,22,7,33,0
2025-26,Regular,1626167,Myles Turner,MIL,2025-10-28,MIL vs. NYK,W,5,8,3,0,3,0,6,2,30,1
2025-26,Regular,1628969,Mikal Bridges,NYK,2025-10-28,NYK @ MIL,L,24,11,6,1,0,0,16,5,39,3
2025-26,Regular,1641737,Adem Bona,PHI,2025-10-28,PHI @ WAS,W,2,5,0,0,5,1,3,0,18,0
2025-26,Regular,1642845,VJ Edgecombe,PHI,2025-10-28,PHI @ WAS,W,14,6,4,1,0,2,12,2,40,4
2025-26,Regular,1628983,Shai Gilgeous-Alexander,OKC,2025-10-28,OKC vs. SAC,W,31,9,4,1,3,1,26,2,36,1
2025-26,Regular,1630598,Aaron Wiggins,OKC,2025-10-28,OKC vs. SAC,W,18,6,6,1,3,3,15,0,34,4
2025-26,Regular,1642382,Branden Carlson,OKC,2025-10-28,OKC vs. SAC,W,2,1,0,0,0,0,1,0,4,0
2025-26,Regular,1642964,Brooks Barnhizer,OKC,2025-10-28,OKC vs. SAC,W,2,1,0,0,0,0,3,0,7,0
2025-26,Regular,1642273,Kyshawn George,WAS,2025-10-28,WAS vs. PHI,L,20,9,7,2,1,1,17,2,40,4
2025-26,Regular,1641750,Ryan Kalkbrenner,CHA,2025-10-28,CHA @ MIA,L,10,6,0,3,1,0,5,0,31,0
2025-26,Regular,1642851,Kon Knueppel,CHA,2025-10-28,CHA @ MIA,L,19,3,4,1,0,1,15,0,27,5
